"name","title","level","facing","categories","description","detail","remediation","metadata","cache_key"
"function_search_path_mutable","Function Search Path Mutable","WARN","EXTERNAL","["SECURITY"]","Detects functions where the search_path parameter is not set.","Function \`public.handle_new_user\` has a role mutable search_path","https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable","{"name":"handle_new_user","type":"function","schema":"public"}","function_search_path_mutable_public_handle_new_user_824ed6757cde8a15db8d65d3c733f253"
"function_search_path_mutable","Function Search Path Mutable","WARN","EXTERNAL","["SECURITY"]","Detects functions where the search_path parameter is not set.","Function \`public.log_organization_activity\` has a role mutable search_path","https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable","{"name":"log_organization_activity","type":"function","schema":"public"}","function_search_path_mutable_public_log_organization_activity_a88eef5a2f3364c4cd3f56bb986c22cc"
"auth_otp_long_expiry","Auth OTP long expiry","WARN","EXTERNAL","["SECURITY"]","OTP expiry exceeds recommended threshold","We have detected that you have enabled the email provider with the OTP expiry set to more than an hour. It is recommended to set this value to less than an hour.","https://supabase.com/docs/guides/platform/going-into-prod#security","{"type":"auth","entity":"Auth"}","auth_otp_long_expiry"
